123	这匹马我暂时没法卖给您。\n\n您买不起这匹马\n\n等您更有钱了再来吧。\n\n[主菜单:1]\n\n[退出:0]
124	恭喜您购得新马。\n\n请好好善待它。\n\n[退出:0]
129	看到又一匹马被主人遗弃，真是令人心酸。我的收购价如下：\n\n棕马 - 250,000 金币。\n白马 - 10,000,000 金币。\n红马 - 50,000,000 金币。\n黑马 - 300,000,000 金币。\n\n[主菜单:1]\n\n[出售马匹:2]\n\n[退出:0]
130	马匹契约信息：\n\n种类：棕马。\n价格：500,000 金币。\n\n若您想买下这匹马，请[在此签名:1]\n\n[主菜单:2]\n[退出:0]
131	马匹契约信息：\n\n种类：白马。\n价格：20,000,000 金币。\n\n若您想买下这匹马，请[在此签名:1]\n\n[主菜单:2]\n[退出:0]
132	马匹契约信息：\n\n种类：红马。\n价格：100,000,000 金币。\n\n若您想买下这匹马，请[在此签名:1]\n\n[主菜单:2]\n[退出:0]
133	马匹契约信息：\n\n种类：黑马。\n价格：600,000,000 金币。\n\n若您想买下这匹马，请[在此签名:1]\n\n[主菜单:2]\n[退出:0]
134	我没法从您这儿收马。\n\n您目前一匹马也没有。\n\n[主菜单:1]\n\n[退出:0]
135	马匹契约信息：\n\n种类：棕马。\n价格：250,000 金币。\n\n若您想卖掉这匹马，请[在此签名:1]\n\n[主菜单:2]\n[退出:0]
136	马匹契约信息：\n\n种类：白马。\n价格：10,000,000 金币。\n\n若您想卖掉这匹马，请[在此签名:1]\n\n[主菜单:2]\n[退出:0]
137	马匹契约信息：\n\n种类：红马。\n价格：50,000,000 金币。\n\n若您想卖掉这匹马，请[在此签名:1]\n\n[主菜单:2]\n[退出:0]
138	马匹契约信息：\n\n种类：黑马。\n价格：300,000,000 金币。\n\n若您想卖掉这匹马，请[在此签名:1]\n\n[主菜单:2]\n[退出:0]
139	马匹契约信息：\n\n种类：神秘之马。\n价格：您的灵魂……\n\n若您想卖掉这匹马，请[在此签名:1]\n\n[主菜单:2]\n[退出:0]
141	您的马已经卖掉了。\n\n它再也不爱您了，就算您喂它胡萝卜也没用。\n\n\n[主菜单:1]\n\n[退出:0]
146	传送失败，\n\n等级不够。\n\n[退出:0]
147	……
148	想收养一只可爱的宠物伙伴吗？\n\n打怪时它们会帮您拾取物品。\n\n[宠物管理:1]\n[购买宠物粮:2]\n\n[退出:0]\n
149	请慢慢挑，\n\n\n[返回:1]\n\n\n[退出:0]
150	您家宝贝宠物想要的口粮，我这儿应有尽有。\n\n\n[返回:1]\n\n[退出:0]
151	您好，像您这样的人物，我能帮上什么忙？\n\n[结婚:1]\n[离婚:2]\n[摘除婚戒:3]\n[制作婚戒:4]\n\n[重生:5]\n\n[退出:0]\n
152	请面对您的伴侣……\n\n准备好了就告诉我。\n\n若成婚成功，我会向二位各收 500,000 金币。\n\n[继续:1]\n\n[返回:2]
153	您确定要离婚吗？\n\n费用是 1,000,000 金币。\n\n[继续:1]\n\n[主菜单:2]
154	您确定要摘除结婚戒指吗？\n\n费用是 200,000 金币。\n\n[摘除戒指:1]\n\n[退出:0]
155	我听说您手头有一枚戒指，想把它做成结婚戒指。\n\n请把那枚您想用的戒指给我看看。\n\n[返回:1]\n\n[退出:0]
157	您的金币不够，无法使用这项服务。\n\n[退出:0]
162	我无法为您提供所要求的服务。\n\n您已经结婚了。\n\n[退出:0]
163	我无法为您提供所要求的服务。\n\n您还没有结婚。\n\n[退出:0]
164	我无法为您提供所要求的服务。\n\n您目前没有结婚戒指。\n\n[退出:0]
165	我无法为您提供所要求的服务。\n\n您已经有结婚戒指了。\n\n[退出:0]
166	您想了解精炼的窍门吗？\n\n您的武器必须达到可精炼的状态。\n最多可用 5 块黑铁矿，纯度越高成功率越高。\n最多可用 3 件饰品，等级和品质越高成功率越高。\n时间：精炼时间越长，成功率越高。\n\n[主菜单:1]\n[退出:0]
167	想制作精炼石的话，您需要准备以下材料：\n\n水晶 x1\n金矿 x2\n钻石 x4\n银矿 x4\n铁矿 x4\n金币……随您心意，多少都行，当然越多越好！\n\n[主菜单:1]\n[退出:0]\n
168	您需要准备以下材料：\n\n碎片（I）x10\n碎片（II）x10\n碎片（III）x1 ~ x1000\n精炼石 x1\n\n该过程将为所选属性增加或减少 5 点。\n武器绝不会损坏。\n\n[主菜单:1]\n[退出:0]
169	您好，您是想重置武器的等级吧？\n\n这个过程需要 24 小时，成功率 100%。\n精炼获得的部分属性有几率保留。\n重置武器的费用为 1,000,000 金币和 1 块精炼石。\n\n[重置武器:1]\n\n[返回:2]\n[退出:0]
170	您好，欢迎光临……有什么能帮您的？\n\n[碎片物品:1]\n\n[兑换碎片:2] ：100 个碎片 + 20,000 金币 = 1 个碎片（II）\n[兑换碎片（二）:3] ：25 个碎片（II）+ 50,000 金币 = 1 个碎片（III）\n\n\n[退出:0]
171	请把您想要分解的物品给我看看。\n\n武器、盔甲、头盔、项链、手镯、戒指和鞋子，我都能分解。\n\n普通物品可分解出碎片\n优良和极品物品可分解出碎片（II）。\n\n[返回:1]\n[退出:0]
174	我无法升级您的碎片。\n\n\n金币不够。\n\n\n[主菜单:1]\n[退出:0]
175	我无法升级您的碎片。\n\n碎片不够。\n\n\n[主菜单:1]\n[退出:0]
176	我无法升级您的碎片。\n\n碎片（II）不够。\n\n\n[主菜单:1]\n[退出:0]
177	我无法升级您的碎片。\n\n背包空间不足。\n\n\n[主菜单:1]\n[退出:0]
179	您的武器还没有升级。\n\n等您的武器升过级了再来吧。\n\n\n[退出:0]
180	您的武器刚刚重置过。\n\n等重置冷却时间结束再来吧\n\n\n[退出:0]
181	您没有精炼石。\n\n等您拿到精炼石再来吧。\n\n\n[退出:0]
182	请选择目的地\n\n[失乐园:1] 10,000 金币\n\n\n\n\n[通行证:2] [退出:0]
190	请选择目的地\n\n[失乐园:1] 20,000 金币\n\n[圣殿:2] 30,000 金币\n\n\n[通行证:3] [退出:0]
191	请选择目的地\n\n[比奇县:1] 10,000 金币\n\n\n\n\n[通行证:2] [退出:0]
194	您是想升级您的饰品吧……\n\n[关于:1] 了解饰品升级。\n\n[升级:2] 升级饰品。\n[升级:3] 强化饰品。\n\n[重置:4] 重置饰品。\n\n\n[退出:0]
195	要升级饰品，首先必须为它升级。\n\n将同类型的饰品熔炼进去，直到饰品升满级。\n\n饰品升满级后，您就可以选择要强化的方向了。\n\n[主菜单:1]\n[退出:0]
196	先选择您想要升级的饰品。\n\n然后选择其他想要熔炼掉的饰品作为材料。\n\n\n[主菜单:1]\n[退出:0]
197	请把您已升满级、可以强化的饰品给我看看。\n\n这个过程绝不会失败，请放心。\n\n\n[主菜单:1]\n[退出:0]
198	欢迎！\n\n[询问:1] 询问奴玛生锈饰品\n\n[询问:2] 询问巢穴饰品。\n\n[退出:0]
200	清洗费用为 1,000,000 金币，但这些物品年代太过久远，成功率很低。\n\n[生锈的武士印章:1]\n[生锈的召唤师印章:2]\n[生锈的牧师印章:3]\n[生锈的毁灭者护符:4]\n[生锈的黑暗巫术护符:5]\n[生锈的净化吊坠:6]\n[生锈的启示护腕:7]\n[生锈的启蒙戒指:8]\n[生锈的飞升手镯:9]\n
202	恭喜，\n\n您的戒指成功撑过了清洗过程，现在您可以前往比奇镇升级这件饰品了。\n\n[退出:0]
203	我找不到那件生锈的物品。\n\n[重试:1]\n\n[主菜单:2]\n\n[退出:0]
204	您的背包空间不足。\n\n[重试:1]\n\n[主菜单:2]\n\n[退出:0]
205	您付不起这项清洗服务的费用。\n\n[重试:1]\n\n[主菜单:2]\n\n[退出:0]
206	很抱歉，这枚戒指太过陈旧，没能撑过清洗过程。\n\n[重试:1]\n\n[主菜单:2]\n\n[退出:0]
208	恭喜，\n\n您的戒指成功撑过了清洗过程，现在您可以前往比奇镇升级这件饰品了。\n\n[退出:0]
210	恭喜，\n\n您的戒指成功撑过了清洗过程，现在您可以前往比奇镇升级这件饰品了。\n\n[退出:0]
212	恭喜，\n\n您的戒指成功撑过了清洗过程，现在您可以前往比奇镇升级这件饰品了。\n\n[退出:0]
214	恭喜，\n\n您的戒指成功撑过了清洗过程，现在您可以前往比奇镇升级这件饰品了。\n\n[退出:0]
221	恭喜，\n\n您的戒指成功撑过了清洗过程，现在您可以前往比奇镇升级这件饰品了。\n\n[退出:0]
223	恭喜，\n\n您的戒指成功撑过了清洗过程，现在您可以前往比奇镇升级这件饰品了。\n\n[退出:0]
225	恭喜，\n\n您的戒指成功撑过了清洗过程，现在您可以前往比奇镇升级这件饰品了。\n\n[退出:0]
227	恭喜，\n\n您的戒指成功撑过了清洗过程，现在您可以前往比奇镇升级这件饰品了。\n\n[退出:0]
228	您的武器还未达到最高等级。\n\n等您的武器升满级了再来吧。\n\n\n[退出:0]
237	传送失败，\n\n没有自由通行证。\n\n[退出:0]
238	您想传送到哪里？\n\n[神秘船:1] 自由通行证\n\n[熔岩区域:2] 自由通行证（45 级以上）\n\n[潘夜洞穴:3] 自由通行证（45 级以上）\n\n[退出:0]
239	锻造费用为 2,000,000 金币，但这些物品年代太过久远，成功率很低。\n\n[霸主之印:1]\n[霸主手镯:2]\n[霸主勋章:3]\n[法师的尊严之戒:4]\n[法师的尊严手镯:5]\n[法师的尊严护符:6]\n[圣者的月之印章:7]\n[圣者的月之护腕:8]\n[圣者的月之吊坠:9]\n
240	我找不到所需的物品。\n\n您需要生锈、破裂和陈旧的戒指\n\n[重试:1]\n\n[主菜单:2]\n\n[退出:0]
241	我找不到所需的物品。\n\n您需要生锈、破裂、刮花和陈旧的手镯\n\n\n[重试:1]\n\n[主菜单:2]\n\n[退出:0]
242	我找不到所需的物品。\n\n您需要生锈、破裂和陈旧的项链\n\n[重试:1]\n\n[主菜单:2]\n\n[退出:0]
243	您的背包空间不足。\n\n[重试:1]\n\n[主菜单:2]\n\n[退出:0]
244	您付不起这项清洗服务的费用。\n\n[重试:1]\n\n[主菜单:2]\n\n[退出:0]
245	很抱歉，这些物品太过陈旧残破了。\n\n[重试:1]\n\n[主菜单:2]\n\n[退出:0]
247	恭喜，\n\n您的戒指成功撑过了锻造过程。\n\n[退出:0]
249	恭喜，\n\n您的手镯成功撑过了锻造过程。\n\n[退出:0]
252	恭喜，\n\n您的项链成功撑过了锻造过程。\n\n[退出:0]
255	恭喜，\n\n您的戒指成功撑过了锻造过程。\n\n[退出:0]
257	恭喜，\n\n您的手镯成功撑过了锻造过程。\n\n[退出:0]
259	恭喜，\n\n您的项链成功撑过了锻造过程。\n\n[退出:0]
261	恭喜，\n\n您的戒指成功撑过了锻造过程。\n\n[退出:0]
263	恭喜，\n\n您的手镯成功撑过了锻造过程。\n\n[退出:0]
265	恭喜，\n\n您的项链成功撑过了锻造过程。\n\n[退出:0]
266	请把您已升满级、可以重置的饰品给我看看。\n\n这个过程绝不会失败，请放心。\n\n\n[主菜单:1]\n[退出:0]
267	……\n\n\n[打造武器:1]\n\n[升级饰品:2]\n\n\n[退出:0]
268	……\n\n每颗宝石都会为武器附加一条属性。\n\n品质越高的宝石，附加的属性越多。\n\n[返回:1]\n\n[主菜单:0]
269	升级需要零件 x100 和 100,000 金币。\n\n[黄宝珠→黄饰品:20] -- [黄饰品→黄方块:21]\n[蓝宝珠→蓝饰品:30] -- [蓝饰品→蓝方块:31]\n[红宝珠→红饰品:40] -- [红饰品→红方块:41]\n[紫宝珠→紫饰品:50] -- [紫饰品→紫方块:51]\n[绿宝珠→绿饰品:60] -- [绿饰品→绿方块:61]\n[灰宝珠→灰饰品:70] -- [灰饰品→灰方块:71]\n\n[返回:1]\n[退出:0]
270	物品制作失败。\n\n材料不足。\n\n[主菜单:1]\n\n[退出:0]
271	物品制作失败。\n\n金币不够。\n\n[主菜单:1]\n\n[退出:0]
272	物品制作失败。\n\n背包空间不足。\n\n[主菜单:1]\n\n[退出:0]
274	您的物品制作成功。\n\n\n\n[再来:2]\n\n[主菜单:1]\n\n\n\n[退出:0]
275	您的物品制作成功。\n\n\n\n[再来:2]\n\n[主菜单:1]\n\n\n\n[退出:0]
276	您的物品制作成功。\n\n\n\n[再来:2]\n\n[主菜单:1]\n\n\n\n[退出:0]
277	您的物品制作成功。\n\n\n\n[再来:2]\n\n[主菜单:1]\n\n\n\n[退出:0]
278	您的物品制作成功。\n\n\n\n[再来:2]\n\n[主菜单:1]\n\n\n\n[退出:0]
279	您的物品制作成功。\n\n\n\n[再来:2]\n\n[主菜单:1]\n\n\n\n[退出:0]
280	您的物品制作成功。\n\n\n\n[再来:2]\n\n[主菜单:1]\n\n\n\n[退出:0]
281	您的物品制作成功。\n\n\n\n[再来:2]\n\n[主菜单:1]\n\n\n\n[退出:0]
282	您的物品制作成功。\n\n\n\n[再来:2]\n\n[主菜单:1]\n\n\n\n[退出:0]
283	您的物品制作成功。\n\n\n\n[再来:2]\n\n[主菜单:1]\n\n\n\n[退出:0]
284	您的物品制作成功。\n\n\n\n[再来:2]\n\n[主菜单:1]\n\n\n\n[退出:0]
285	您的物品制作成功。\n\n\n\n[再来:2]\n\n[主菜单:1]\n\n\n\n[退出:0]
286	请选择目的地\n\n[潘夜岛:1] 10,000 金币（25 级以上）\n\n\n\n[通行证:2] [退出:0]
289	徽章的制作可不便宜……\n\n\n[购买:1] 购买徽章\n\n\n\n[退出:0] \n
290	慢慢挑……\n\n\n\n\n[返回:1]\n\n[退出:0]
291	特殊精炼需要：\n\n守护之油 x1\n战神之油 x1\n\n[碎片（三）:1] x30 + 水晶 x30\n[碎片（三）:2] x60 + 水晶 x50 \n[碎片（三）:3] x100 + 水晶 x50 \n\n[主菜单:4]\n[退出:0]
292	花费 30 个碎片，我可以提供：\n\n[生命:1] +75    （上限：+1250）\n[魔法:2] +40    （上限：+850）\n[准确:3] +3    （上限：+30）\n[敏捷:4] +3    （上限：+30）\n[防御:5] 0-5    （上限：+50）\n[魔抗:6] 0-5    （上限：+50）\n\n[主菜单:7]\n[退出:0]
293	花费 60 个碎片，我可以提供：\n\n[暴击率:1] +1    （上限：+25）\n[暴击伤害:2] +5    （上限：+200）\n[攻击速度:3] +3    （上限：+15）\n[吸血:4] +3    （上限：+21）\n\n\n\n[主菜单:5]\n[退出:0]
294	花费 100 个碎片，我可以提供：\n\n[麻痹:1] +1%（PVP 与 PVE - 2 秒）    （上限：+13）\n[减速:2] +1%（PVE）- 10 秒    （上限：+15）\n[沉默:3] +1%（PVP 与 PVE - 5 秒）    （上限：+10）\n[格挡率:4] +1%（近战）    （上限：+10）\n[闪避率:5] +1%（魔法）    （上限：+10）\n\n\n[主菜单:6]\n[退出:0]
295	您确定要为武器附加生命值吗？\n\n[是，精炼:1]\n\n[主菜单:2]\n[退出:0]
297	您确定要为武器附加魔法值吗？\n\n[是，精炼:1]\n\n[主菜单:2]\n[退出:0]
300	您确定要为武器附加准确度吗？\n\n[是，精炼:1]\n\n[主菜单:2]\n[退出:0]
302	您确定要为武器附加敏捷吗？\n\n[是，精炼:1]\n\n[主菜单:2]\n[退出:0]
304	您确定要为武器附加防御吗？\n\n[是，精炼:1]\n\n[主菜单:2]\n[退出:0]
306	您确定要为武器附加魔御吗？\n\n[是，精炼:1]\n\n[主菜单:2]\n[退出:0]
308	您缺少特殊精炼所需的材料。\n\n[主菜单:1]\n[退出:0]
309	您确定要为武器附加暴击几率吗？\n\n[是，精炼:1]\n\n[主菜单:2]\n[退出:0]
311	您确定要为武器附加暴击伤害吗？\n\n[是，精炼:1]\n\n[主菜单:2]\n[退出:0]
313	您确定要为武器附加攻击速度吗？\n\n[是，精炼:1]\n\n[主菜单:2]\n[退出:0]
315	您确定要为武器附加吸血吗？\n\n[是，精炼:1]\n\n[主菜单:2]\n[退出:0]
317	您确定要为武器附加麻痹几率吗？\n\n[是，精炼:1]\n\n[主菜单:2]\n[退出:0]
319	您确定要为武器附加减速几率吗？\n\n[是，精炼:1]\n\n[主菜单:2]\n[退出:0]
321	您确定要为武器附加沉默几率吗？\n\n[是，精炼:1]\n\n[主菜单:2]\n[退出:0]
323	您确定要为武器附加格挡几率吗？\n\n[是，精炼:1]\n\n[主菜单:2]\n[退出:0]
325	您确定要为武器附加闪避几率吗？\n\n[是，精炼:1]\n\n[主菜单:2]\n[退出:0]
327	您的武器无法再附加这一属性了。\n\n[主菜单:1]\n[退出:0]
332	每次转生后，您都将经历以下变化：\n\n您需要达到 86 级 + 当前转生次数。\n转生后，您的等级将回到 1 级，并保留当前经验的 0.5%\nPVE 伤害提高 50%\nPVP 伤害提高 20%\n掉宝率提高 20%\n金币掉落提高 20%\n获得经验减少 50%。\n在 PVE 中每次死亡都将损失全部经验。（PVP 无惩罚）\n[接受:1]
333	若您满足条件，您将完成转生。
334	我是村长。若您走遍天下完成各种任务，就能获得奖励和称号作为表彰。\n\n获得下一个称号需要 {<1:Unlimited>:LawnGreen} 点。\n\n[购买称号:1]\n[浏览商店:2]\n\n[关闭:0]
337	您目前无法再提升声望了。\n\n[返回:1]\n[关闭:0]
338	慢慢挑，\n\n我一整天都有空。\n\n[返回:1]\n[关闭:0]\n
